state,gender,median_home_val,avg_fam_income,avg_household_income,med_fam_income,median_household_income,hvp1,per_capita_income,pobc2,avggift,domain,target_d,med_fam_income_binned
FL,Male,1201.0,474.0,449,465.0,419,8,17269.0,36,6,C1,17.0,Moderate
NV,Female,1117.0,450.0,461,461.0,461,3,16614.0,28,20,S2,21.0,Moderate
MN,Male,465.0,312.0,259,281.0,213,0,10736.0,80,7,R2,5.0,Low
MN,Male,680.0,357.0,358,324.0,335,0,13525.0,81,6,S2,10.0,Low
GA,Female,679.0,466.0,477,468.0,475,0,13724.0,50,5,C2,5.0,Moderate
NM,Male,592.0,315.0,290,294.0,273,0,7582.0,79,21,S3,25.0,Low
MT,Female,561.0,282.0,233,243.0,189,0,9557.0,62,8,R2,10.0,Low
HI,Male,2575.0,584.0,561,551.0,521,74,17578.0,80,17,T2,25.0,Moderate
MS,Female,364.0,263.0,234,216.0,187,1,8562.0,89,25,R3,10.0,Low
WA,Male,817.0,422.0,390,404.0,388,0,13502.0,60,7,S2,7.0,Moderate
NV,Male,1105.0,374.0,303,285.0,229,7,15856.0,14,10,C1,16.0,Low
CA,Female,1269.0,490.0,443,457.0,409,3,17132.0,55,3,C2,4.0,Moderate
CA,Male,1257.0,535.0,350,509.0,231,20,19180.0,54,5,T2,6.0,Moderate
CA,Female,3938.0,344.0,271,325.0,203,50,15598.0,38,13,C2,10.0,Low
MI,Female,2119.0,987.0,964,1010.0,956,58,50910.0,72,22,S1,30.0,High
WA,Male,1117.0,439.0,413,397.0,376,9,14428.0,62,14,T2,14.0,Moderate
CO,Female,1200.0,529.0,516,552.0,529,2,18107.0,39,14,S1,12.0,Moderate
AR,F,773.0,566.0,530,545.0,521,0,18085.0,61,5,C1,10.0,Moderate
MI,F,394.0,276.0,251,244.0,228,0,9401.0,90,6,R3,8.0,Low
CA,F,2220.0,636.0,576,617.0,550,67,19233.0,43,25,S1,25.0,Moderate
CA,Female,3242.0,457.0,398,408.0,340,93,21061.0,40,3,U1,9.0,Moderate
KY,Female,253.0,167.0,139,125.0,89,0,5372.0,83,13,R3,10.0,Low
MS,Female,918.0,484.0,464,390.0,364,7,18685.0,68,13,R1,23.0,Moderate
CA,Female,2670.0,551.0,496,502.0,427,88,15703.0,58,4,S2,4.0,Moderate
WI,Female,550.0,390.0,349,360.0,306,0,15148.0,85,5,C2,10.0,Low
AR,F,505.0,374.0,342,253.0,222,0,14178.0,40,7,T2,10.0,Low
LA,Male,825.0,561.0,518,522.0,488,1,16933.0,71,6,T1,5.0,Moderate
MI,Female,914.0,423.0,425,419.0,406,1,13658.0,81,7,C2,9.0,Moderate
TX,Female,524.0,404.0,384,357.0,341,0,17305.0,54,9,C2,5.0,Low
AZ,F,2026.0,829.0,756,711.0,655,51,31520.0,29,12,S1,10.0,Moderate
SD,Male,396.0,304.0,284,274.0,248,1,10419.0,18,3,R2,3.0,Low
WA,Female,446.0,254.0,218,201.0,168,0,11971.0,51,5,C3,6.0,Low
IL,Male,576.0,463.0,407,386.0,335,0,15332.0,66,3,S2,4.0,Moderate
WI,Male,329.0,303.0,275,239.0,211,0,9216.0,87,15,R3,15.0,Low
WA,Female,2019.0,608.0,551,535.0,506,51,23545.0,55,5,S1,5.0,Moderate
CA,Female,3213.0,745.0,735,703.0,697,96,21605.0,56,28,C1,25.0,Moderate
NV,Male,1330.0,488.0,437,419.0,367,16,18153.0,12,5,T2,5.0,Moderate
IN,Male,480.0,304.0,302,288.0,270,0,12144.0,69,15,S2,10.0,Low
AZ,F,630.0,295.0,296,224.0,222,5,10306.0,34,4,C3,6.0,Low
CA,Female,1286.0,391.0,389,373.0,366,0,12914.0,52,8,C2,9.0,Low
CA,Female,2500.0,278.0,298,236.0,272,71,15913.0,27,25,U2,28.0,Low
IN,Male,643.0,321.0,298,297.0,273,0,13088.0,73,30,S2,50.0,Low
SC,Male,524.0,343.0,300,253.0,217,1,11775.0,49,7,T2,21.0,Low
AL,Female,679.0,459.0,408,393.0,312,0,16088.0,88,5,C3,5.0,Moderate
CA,Male,2901.0,711.0,556,585.0,459,91,25733.0,45,13,U1,20.0,Moderate
FL,Male,700.0,443.0,421,412.0,383,1,14917.0,47,12,T2,15.0,Moderate
TX,Female,390.0,359.0,290,309.0,223,2,11982.0,73,13,R2,15.0,Low
NC,Female,670.0,371.0,322,325.0,275,1,14984.0,71,11,0,18.0,Low
NC,Male,519.0,362.0,337,310.0,283,1,12386.0,80,20,T2,15.0,Low
AZ,F,723.0,386.0,321,335.0,270,0,20233.0,1,10,C1,11.0,Low
IL,Female,931.0,519.0,472,492.0,470,0,15138.0,77,22,0,25.0,Moderate
AL,Female,475.0,364.0,325,319.0,308,0,9853.0,99,5,T2,10.0,Low
FL,Male,563.0,297.0,252,250.0,216,1,10832.0,36,14,C3,15.0,Low
AL,Female,419.0,306.0,258,268.0,212,0,10063.0,64,8,R3,12.0,Low
CA,Female,2448.0,575.0,552,515.0,498,72,22133.0,44,9,U1,11.0,Moderate
NV,Female,1001.0,482.0,447,455.0,420,0,13472.0,26,7,C2,5.0,Moderate
WA,Male,1347.0,408.0,260,361.0,192,9,16895.0,42,5,U2,5.0,Low
MI,Male,1114.0,621.0,607,631.0,623,1,17694.0,76,10,S1,10.0,Moderate
MI,Female,368.0,260.0,216,220.0,168,0,8859.0,52,5,R3,7.0,Low
FL,Male,1454.0,579.0,575,526.0,523,14,16035.0,28,11,C1,20.0,Moderate
NM,Female,695.0,291.0,279,304.0,222,0,9991.0,28,7,T2,8.0,Low
NC,Female,635.0,388.0,338,342.0,301,3,12754.0,73,6,T2,6.0,Low
IL,Female,819.0,342.0,323,263.0,255,15,13588.0,62,4,U2,10.0,Low
IL,Male,1216.0,514.0,492,470.0,449,9,16243.0,83,15,T2,15.0,Moderate
AZ,F,2026.0,829.0,756,711.0,655,51,31520.0,29,32,0,50.0,Moderate
TX,Male,567.0,313.0,302,240.0,201,1,10793.0,67,10,0,10.0,Low
OR,Female,541.0,283.0,220,239.0,171,0,9862.0,46,15,S2,15.0,Low
ID,Male,418.0,241.0,220,227.0,188,0,7470.0,58,15,T2,15.0,Low
MO,Male,334.0,305.0,259,259.0,212,0,10385.0,77,14,R2,10.0,Low
TX,Female,1024.0,393.0,299,267.0,225,2,16782.0,53,10,S1,12.0,Low
TX,Female,644.0,331.0,314,294.0,275,2,11416.0,76,7,T2,15.0,Low
AZ,F,940.0,338.0,303,244.0,203,8,13487.0,32,9,T2,20.0,Low
MO,Male,152.0,225.0,195,174.0,160,0,9249.0,80,3,R3,3.0,Low
SC,Male,535.0,221.0,204,192.0,189,2,8017.0,75,12,T2,20.0,Low
AZ,F,975.0,419.0,325,335.0,261,4,13670.0,38,13,T1,25.0,Low
IL,Male,206.0,228.0,194,164.0,116,0,8204.0,63,4,R3,5.0,Low
CA,Female,3576.0,826.0,729,768.0,661,96,29413.0,50,11,C1,14.0,High
OR,Female,589.0,364.0,321,331.0,277,1,12713.0,51,5,C2,5.0,Low
CA,Female,1781.0,178.0,252,186.0,170,33,14039.0,24,7,C3,5.0,Low
CA,Female,3833.0,508.0,461,426.0,365,93,31120.0,27,12,U1,20.0,Moderate
HI,F,798.0,321.0,297,252.0,234,2,10082.0,55,20,R2,20.0,Low
WA,Female,1108.0,408.0,393,395.0,371,4,13661.0,63,21,S2,25.0,Moderate
OR,Male,704.0,405.0,392,370.0,359,0,13482.0,48,7,S2,10.0,Low
TX,Female,1077.0,762.0,766,733.0,751,2,28799.0,55,7,C1,10.0,Moderate
SC,Male,891.0,655.0,595,516.0,489,7,26220.0,60,4,C1,5.0,Moderate
FL,Female,933.0,406.0,333,290.0,224,5,14946.0,19,10,T2,15.0,Low
WA,Male,1253.0,447.0,374,454.0,325,7,15635.0,57,9,U1,10.0,Moderate
MT,Female,842.0,388.0,370,286.0,264,3,15084.0,50,15,R1,20.0,Low
ND,Female,331.0,266.0,232,172.0,165,0,9324.0,61,10,T3,11.0,Low
NC,Female,1823.0,567.0,552,552.0,544,43,21265.0,62,12,T1,25.0,Moderate
WI,Female,1244.0,776.0,743,713.0,672,25,25036.0,64,9,S1,12.0,Moderate
CA,Male,1159.1485913737222,438.0,417,388.0,345,3,15915.0,58,16,C2,20.0,Moderate
WV,Female,529.0,291.0,257,218.0,198,0,10816.0,80,6,T2,12.0,Low
MO,Male,526.0,342.0,321,348.0,340,0,9687.0,89,5,R2,10.0,Low
CA,Female,621.0,279.0,272,237.0,231,0,6184.0,41,11,R3,15.0,Low
WA,Male,1688.0,564.0,521,520.0,496,35,22963.0,63,23,T1,25.0,Moderate
CA,Male,1159.1485913737222,393.0,376,275.0,257,8,10990.0,51,7,U3,15.0,Low
AZ,F,638.0,226.0,220,236.0,213,0,9836.0,26,4,C3,7.0,Low
SC,Female,451.0,264.0,245,227.0,211,0,7676.0,96,16,R3,10.0,Low
TX,Female,496.0,496.0,462,405.0,359,2,21791.0,74,5,C2,5.0,Moderate
WI,Female,428.0,308.0,264,250.0,215,0,10674.0,63,8,R3,10.0,Low
MI,Female,629.0,439.0,445,444.0,434,0,14381.0,69,5,C2,7.0,Moderate
FL,Male,3125.0,817.0,714,759.0,616,90,37628.0,15,6,C1,10.0,High
NC,Male,1427.0,525.0,456,435.0,367,27,24023.0,36,7,C1,3.0,Moderate
GA,Female,680.0,383.0,320,238.0,248,0,15732.0,70,10,C2,17.0,Low
FL,Female,1159.1485913737222,464.0,452,415.0,408,11,13050.0,26,20,U2,20.0,Moderate
TX,Male,405.0,381.0,349,340.0,279,0,10716.0,65,4,S2,20.0,Low
WI,Female,397.0,315.0,259,294.0,217,0,11627.0,84,9,C2,20.0,Low
MO,Male,736.0,761.0,654,646.0,617,0,25623.0,62,9,C1,16.0,Moderate
CA,Male,996.0,452.0,382,419.0,309,4,14797.0,60,10,T2,5.0,Moderate
AK,F,1040.0,590.0,566,569.0,507,0,21442.0,24,20,C2,25.0,Moderate
CA,Male,2375.0,514.0,465,516.0,435,88,17574.0,60,21,S2,30.0,Moderate
FL,Female,402.0,240.0,199,251.0,168,0,10003.0,17,6,C3,8.0,Low
AR,F,374.0,276.0,254,242.0,223,0,9291.0,73,8,R3,10.0,Low
CA,Female,848.0,412.0,392,397.0,368,1,13741.0,39,15,R2,15.0,Moderate
FL,Female,1603.0,525.0,445,346.0,308,38,24259.0,13,12,C1,20.0,Low
FL,Female,742.0,470.0,450,424.0,396,0,15356.0,37,14,S2,50.0,Moderate
MS,Female,518.0,393.0,353,370.0,330,0,14374.0,58,6,T3,15.0,Low
NC,Female,2490.0,649.0,546,459.0,379,57,26456.0,54,8,C2,20.0,Moderate
CA,Female,2556.0,744.0,610,670.0,490,88,40178.0,27,12,T1,15.0,Moderate
CA,Female,3081.0,510.0,485,514.0,446,89,15984.0,63,13,S1,20.0,Moderate
AZ,F,582.0,229.0,188,193.0,163,0,8173.0,40,20,C3,25.0,Low
MN,Female,375.0,265.0,216,215.0,167,0,9007.0,82,15,U3,15.0,Low
CA,Female,1248.0,401.0,384,394.0,371,3,13104.0,58,6,0,8.0,Moderate
CA,F,2598.0,661.0,562,557.0,470,74,31631.0,36,8,C1,15.0,Moderate
CA,Female,658.0,212.0,206,143.0,166,0,7704.0,59,11,C3,10.0,Low
CA,Male,2328.0,493.0,434,469.0,346,74,17417.0,47,25,S1,20.0,Moderate
AZ,Male,1239.0,382.0,337,287.0,241,15,14783.0,24,6,C1,5.0,Low
NC,Male,849.0,519.0,470,508.0,457,0,16386.0,66,12,T2,25.0,Moderate
FL,Male,1163.0,552.0,495,446.0,402,14,19090.0,33,11,T2,5.0,Moderate
IL,Female,1609.0,663.0,579,592.0,504,33,23852.0,63,22,0,25.0,Moderate
WY,Male,1611.0,456.0,404,404.0,320,38,18475.0,25,10,R1,15.0,Moderate
KS,Female,706.0,493.0,434,458.0,391,0,19160.0,31,8,U1,10.0,Moderate
FL,Female,860.0,348.0,329,322.0,294,0,15425.0,8,18,S1,5.0,Low
IN,Male,648.0,396.0,358,349.0,304,3,14750.0,72,8,R2,10.0,Low
OR,Male,749.0,412.0,378,339.0,316,0,15051.0,56,8,S2,5.0,Low
KY,Female,2008.0,832.0,782,863.0,788,50,39749.0,74,5,T1,5.0,High
OK,Female,706.0,500.0,467,470.0,439,7,17192.0,68,12,T1,20.0,Moderate
CA,Male,5567.0,1093.0,1045,1189.0,1094,99,52169.0,59,25,T1,30.0,Very High
MI,F,363.0,331.0,288,298.0,256,0,12080.0,89,5,C3,10.0,Low
CA,Female,2679.0,572.0,535,470.0,445,78,20693.0,55,9,S1,15.0,Moderate
CA,Female,1522.0,437.0,462,425.0,426,16,14334.0,55,13,C2,20.0,Moderate
FL,Male,1363.0,616.0,581,524.0,491,24,23656.0,23,13,S3,20.0,Moderate
FL,Male,709.0,327.0,291,271.0,256,0,13576.0,8,9,C2,10.0,Low
IL,Male,550.0,502.0,467,427.0,387,0,20210.0,71,5,C3,8.0,Moderate
FL,Female,1093.0,441.0,392,424.0,364,2,15640.0,30,4,S2,5.0,Moderate
MN,Male,542.0,320.0,303,305.0,280,0,10254.0,79,7,R2,20.0,Low
IL,Male,819.0,471.0,407,432.0,371,2,15719.0,65,4,T2,10.0,Moderate
TX,Female,850.0,511.0,470,468.0,440,0,17825.0,51,20,S1,20.0,Moderate
WA,Female,2132.0,761.0,721,714.0,632,54,27547.0,53,13,S1,22.0,Moderate
CA,Female,1725.0,444.0,425,408.0,394,24,14032.0,52,13,S2,20.0,Moderate
IN,Female,1057.0,530.0,482,489.0,425,2,17343.0,57,9,S1,10.0,Moderate
GA,Male,1458.0,688.0,635,660.0,643,10,21122.0,34,6,C1,9.0,Moderate
CA,Male,1194.0,349.0,311,307.0,247,21,13998.0,63,15,R1,20.0,Low
OR,Female,426.0,272.0,255,240.0,213,0,9590.0,55,23,T3,23.0,Low
MI,Male,641.0,371.0,317,336.0,255,0,12503.0,87,8,S2,10.0,Low
IA,Male,750.0,325.0,152,366.0,118,25,11638.0,66,10,C2,13.0,Low
IL,Female,1462.0,655.0,627,639.0,600,4,21328.0,57,15,C1,15.0,Moderate
WI,Female,582.0,231.0,212,195.0,173,1,8740.0,54,9,R2,5.0,Low
KS,Male,640.0,302.0,232,292.0,168,0,11377.0,31,3,C2,3.0,Low
MN,Female,460.0,321.0,258,279.0,200,0,10559.0,82,7,R2,10.0,Low
IL,Male,580.0,377.0,324,343.0,286,0,12400.0,86,8,R2,15.0,Low
CA,Female,1510.0,528.0,450,522.0,414,10,23110.0,26,20,U1,35.0,Moderate
NC,Male,598.0,338.0,301,294.0,253,1,11918.0,77,8,T2,9.0,Low
KY,Female,910.0,537.0,525,492.0,484,1,17977.0,56,7,S1,10.0,Moderate
NE,Female,480.0,394.0,306,359.0,254,0,12217.0,62,15,C2,10.0,Low
AZ,F,592.0,267.0,264,210.0,227,0,9711.0,19,10,0,20.0,Low
NC,Female,279.0,207.0,194,163.0,154,0,5922.0,88,25,S1,20.0,Low
Tennessee,Female,619.0,329.0,277,247.0,172,1,10705.0,67,8,R2,12.0,Low
FL,Female,513.0,283.0,260,234.0,210,1,9233.0,39,3,C3,5.0,Low
CA,Male,2811.0,645.0,599,577.0,524,72,23861.0,60,17,C1,22.0,Moderate
FL,Female,1079.0,756.0,519,714.0,347,2,24541.0,36,10,U1,18.0,Moderate
CA,Female,2670.0,574.0,461,493.0,394,82,24896.0,29,35,S1,50.0,Moderate
GU,Male,0.0,0.0,0,0.0,0,0,0.0,0,6,T2,10.0,Low
MT,Female,828.0,329.0,306,264.0,236,10,12366.0,46,8,R2,12.0,Low
NC,Female,895.0,492.0,452,458.0,422,1,18352.0,58,13,C1,12.5,Moderate
GA,F,456.0,325.0,272,267.0,223,0,10736.0,50,5,R3,7.0,Low
CA,Female,713.0,276.0,237,235.0,212,2,11909.0,23,13,T3,15.0,Low
CA,Male,5982.0,1228.0,1214,1500.0,1500,99,106273.0,41,22,S1,22.0,Very High
LA,Female,650.0,238.0,243,131.0,139,0,9698.0,75,8,C2,13.0,Low
NC,Female,498.0,326.0,285,284.0,243,1,11462.0,86,5,T2,7.0,Low
IN,Male,399.0,347.0,279,309.0,217,0,11919.0,78,7,C3,7.0,Low
MT,Female,395.0,186.0,181,137.0,135,0,5225.0,88,21,R2,5.0,Low
WA,Male,1546.0,534.0,489,508.0,416,12,20632.0,43,3,U1,5.0,Moderate
WA,Female,1326.0,476.0,347,401.0,269,14,22329.0,42,7,T1,15.0,Moderate
CA,Female,5000.0,711.0,541,618.0,405,98,33566.0,21,20,U4,50.0,Moderate
KY,Male,323.0,201.0,157,149.0,125,0,7798.0,82,11,R3,5.0,Low
TX,Female,1095.0,648.0,584,600.0,520,1,20341.0,56,10,C1,20.0,Moderate
MI,Male,675.0,303.0,254,249.0,178,0,13159.0,79,11,U1,14.0,Low
CA,Male,1685.0,408.0,325,340.0,265,34,18752.0,41,7,S1,14.0,Low
FL,Male,702.0,468.0,419,423.0,403,1,14780.0,45,12,C1,25.0,Moderate
NM,Male,601.0,289.0,251,225.0,206,1,9801.0,69,13,T2,25.0,Low
WA,Male,558.0,285.0,247,227.0,211,0,8733.0,56,2,U3,5.0,Low
NC,Female,452.0,268.0,261,246.0,219,0,8728.0,88,10,C2,15.0,Low
CA,Female,882.0,410.0,372,373.0,349,0,13153.0,45,16,S2,25.0,Low
CA,Male,2644.0,566.0,555,447.0,440,56,18944.0,58,12,S1,5.0,Moderate
FL,Female,896.0,520.0,466,430.0,392,7,21975.0,16,15,C2,20.0,Moderate
MO,Male,465.0,313.0,285,292.0,266,0,10037.0,79,7,R2,100.0,Low
FL,Female,845.0,511.0,496,351.0,334,13,25715.0,10,6,C2,9.0,Low
CA,Female,2907.0,547.0,463,514.0,420,88,18195.0,59,9,S1,15.0,Moderate
CA,Male,1964.0,540.0,419,487.0,401,48,15640.0,47,10,U1,13.0,Moderate
TX,Male,783.0,350.0,340,350.0,319,0,10631.0,71,10,T1,10.0,Low
AZ,Male,483.0,283.0,245,231.0,198,0,9290.0,46,4,R2,5.0,Low
AL,F,661.0,415.0,380,347.0,332,0,15892.0,80,8,S1,10.0,Low
AL,Female,380.0,261.0,227,179.0,152,1,8807.0,88,15,R3,20.0,Low
NE,Male,670.0,433.0,432,413.0,410,0,13151.0,65,7,S2,15.0,Moderate
IL,Male,316.0,278.0,237,256.0,200,0,9619.0,86,4,T3,4.0,Low
OR,Female,953.0,455.0,387,379.0,319,1,15729.0,45,15,S2,21.0,Moderate
NV,F,834.0,340.0,297,311.0,260,0,13687.0,26,10,C2,16.0,Low
FL,Female,1200.0,643.0,576,613.0,537,4,22219.0,26,7,U1,15.0,Moderate
IL,Male,1031.0,437.0,383,390.0,305,0,15146.0,56,30,U1,30.0,Moderate
NV,Female,891.0,440.0,439,446.0,442,0,13070.0,18,8,S2,5.0,Moderate
CA,Male,3543.0,624.0,556,575.0,484,92,21140.0,44,10,S1,16.0,Moderate
CA,Male,1547.0,526.0,529,522.0,516,16,13896.0,60,12,0,15.0,Moderate
FL,Male,768.0,249.0,220,201.0,174,7,7802.0,41,8,C3,10.0,Low
CA,Male,2126.0,523.0,489,510.0,498,63,13783.0,61,7,U2,20.0,Moderate
WA,Female,1133.0,681.0,651,626.0,615,6,22163.0,36,13,T1,15.0,Moderate
CA,Female,2556.0,744.0,610,670.0,490,88,40178.0,27,17,T1,27.0,Moderate
CA,Female,3700.0,667.0,559,583.0,444,91,31003.0,58,12,S1,14.0,Moderate
LA,Male,565.0,339.0,305,293.0,259,4,11314.0,89,6,T2,12.0,Low
IN,Female,975.0,393.0,322,366.0,301,1,17572.0,51,3,S2,3.0,Low
NC,Male,632.0,340.0,344,316.0,343,0,10586.0,36,5,C2,5.0,Low
CA,Female,2645.0,697.0,682,655.0,644,87,20782.0,46,21,S1,25.0,Moderate
NC,F,401.0,289.0,243,259.0,202,0,9283.0,89,3,R3,1.0,Low
SC,Female,918.0,398.0,349,335.0,315,3,16983.0,26,5,T3,5.0,Low
OR,Male,515.0,301.0,265,256.0,203,1,11169.0,56,7,R2,10.0,Low
IL,Male,875.0,241.0,243,218.0,221,0,8941.0,79,7,C3,14.0,Low
AR,F,439.0,249.0,217,226.0,192,0,10106.0,31,8,R2,20.0,Low
TX,Female,962.0,409.0,415,369.0,389,3,15980.0,45,9,R1,10.0,Low
CO,Female,862.0,316.0,283,301.0,247,1,11640.0,25,20,R1,20.0,Low
MS,Male,506.0,289.0,231,245.0,155,1,7983.0,84,8,R2,10.0,Low
NE,Female,600.0,426.0,392,377.0,362,1,13652.0,62,3,S2,10.0,Moderate
TX,Female,345.0,209.0,208,206.0,202,0,5623.0,62,8,C3,13.0,Low
GA,F,952.0,565.0,526,521.0,468,1,18812.0,46,10,T2,16.0,Moderate
CA,Male,5725.0,807.0,698,763.0,610,97,53158.0,22,5,S1,10.0,High
IL,Female,2016.0,725.0,700,633.0,618,51,26626.0,79,8,S1,10.0,Moderate
OK,Female,660.0,394.0,375,405.0,328,0,13846.0,59,15,T2,10.0,Moderate
GA,Female,562.0,341.0,311,300.0,280,1,10622.0,75,15,R2,15.0,Low
GA,Female,3077.0,692.0,617,754.0,620,70,29524.0,10,5,R2,5.0,High
MT,Female,832.0,476.0,480,433.0,419,1,15659.0,57,9,C2,15.0,Moderate
SC,Female,517.0,317.0,243,266.0,197,0,11616.0,83,8,T2,15.0,Low
CA,F,1176.0,373.0,308,314.0,251,10,13924.0,54,9,S2,14.0,Low
FL,Male,693.0,463.0,413,457.0,373,7,16854.0,24,4,S2,2.0,Moderate
IL,Male,1418.0,551.0,467,507.0,415,23,26282.0,68,16,C1,25.0,Moderate
IL,Female,904.0,435.0,391,394.0,339,0,16711.0,78,5,S2,11.0,Moderate
SC,Male,473.0,356.0,287,296.0,259,0,11727.0,83,7,T2,8.0,Low
ID,Male,605.0,303.0,269,241.0,213,3,10788.0,38,19,S1,35.0,Low
NC,Female,594.0,309.0,287,287.0,267,2,10466.0,71,3,R2,6.0,Low
CA,Male,0.0,0.0,0,0.0,0,0,0.0,0,22,0,25.0,Low
CA,Male,4244.0,845.0,708,818.0,613,94,31903.0,49,7,S1,10.0,High
MS,Male,448.0,286.0,247,224.0,195,0,8183.0,64,9,R3,10.0,Low
FL,Male,467.0,323.0,261,261.0,192,0,10376.0,33,10,U4,15.0,Low
CA,Female,2392.0,406.0,316,365.0,257,74,13896.0,27,11,U2,10.0,Low
MI,Female,313.0,329.0,292,281.0,284,0,14328.0,68,11,C3,21.0,Low
IL,Male,128.0,363.0,340,345.0,309,0,13164.0,76,8,S2,10.0,Low
ND,Male,253.0,261.0,234,215.0,195,0,8988.0,89,4,R3,10.0,Low
TX,Male,689.0,394.0,370,356.0,324,1,12916.0,60,19,R2,25.0,Low
CA,Female,3514.0,746.0,717,732.0,671,94,30696.0,53,5,U1,5.0,Moderate
MO,Female,313.0,216.0,189,165.0,138,0,7617.0,62,17,R3,16.0,Low
OR,Female,944.0,454.0,430,350.0,355,3,14928.0,45,13,T2,17.0,Low
CA,Female,1089.0,352.0,328,324.0,296,3,12998.0,51,8,S2,10.0,Low
TX,Male,623.0,373.0,301,348.0,222,1,12743.0,70,9,C2,10.0,Low
FL,Male,1327.0,649.0,564,573.0,527,6,23089.0,18,8,C1,10.0,Moderate
CA,Female,5438.0,1051.0,928,967.0,881,95,40432.0,43,15,S1,20.0,High
UT,Female,546.0,295.0,283,278.0,267,0,7072.0,67,5,R2,10.0,Low
CA,Female,1159.1485913737222,388.0,337,221.0,205,4,22845.0,71,7,R2,12.0,Low
SC,F,608.0,362.0,268,350.0,229,1,13829.0,43,14,C1,22.0,Low
IL,Female,377.0,306.0,281,283.0,241,1,10701.0,80,10,T3,11.0,Low
CO,Male,756.0,430.0,394,423.0,405,0,15709.0,45,23,S3,37.0,Moderate
IL,Male,377.0,309.0,275,304.0,256,0,11657.0,71,9,R3,15.0,Low
MN,Male,604.0,435.0,302,372.0,266,0,21127.0,64,11,S2,20.0,Low
WI,Female,310.0,339.0,309,258.0,232,0,9741.0,90,9,R3,15.0,Low
CA,F,1130.0,431.0,385,383.0,333,9,15654.0,63,14,R2,20.0,Moderate
LA,Female,703.0,417.0,353,394.0,322,5,15510.0,65,15,T1,24.0,Moderate
ND,Male,696.0,418.0,377,407.0,376,0,13495.0,84,5,C1,5.0,Moderate
MI,Male,457.0,306.0,278,272.0,244,0,9868.0,87,9,R3,20.0,Low
CA,F,5727.0,981.0,826,1051.0,694,99,47422.0,32,5,U1,5.0,High
MI,Male,1139.0,713.0,670,676.0,630,8,27594.0,72,35,S1,50.0,Moderate
CA,Female,554.0,224.0,211,186.0,183,0,7394.0,74,5,C3,10.0,Low
IL,Male,606.0,350.0,320,322.0,304,1,13662.0,72,37,R2,30.0,Low
FL,F,635.0,291.0,269,248.0,225,1,10611.0,31,13,0,20.0,Low
MS,Female,393.0,357.0,266,224.0,189,0,11906.0,75,5,C2,4.0,Low
CA,Female,1407.0,386.0,369,407.0,368,6,11969.0,59,10,U3,10.0,Moderate
HI,Male,3500.0,588.0,486,521.0,365,86,27042.0,50,20,U1,20.0,Moderate
CA,Male,3617.0,599.0,614,558.0,549,96,19464.0,52,6,S1,10.0,Moderate
OR,Female,625.0,343.0,301,274.0,247,0,13242.0,47,7,S2,13.0,Low
TN,Female,640.0,377.0,347,310.0,284,0,13077.0,76,9,R2,10.0,Low
MI,Female,1151.0,595.0,551,496.0,483,2,18525.0,88,15,S1,20.0,Moderate
MI,Female,918.0,525.0,489,407.0,388,17,18658.0,73,20,T2,10.0,Moderate
CA,Male,1769.0,435.0,410,382.0,330,32,16587.0,56,17,T2,10.0,Moderate
FL,Male,973.0,396.0,368,365.0,323,7,12469.0,32,13,R2,10.0,Low
TN,Female,418.0,306.0,293,238.0,230,1,9690.0,84,11,R2,14.0,Low
FL,F,1159.1485913737222,331.0,294,273.0,255,0,13727.0,7,6,C2,7.0,Low
CA,Female,1778.0,513.0,445,502.0,393,30,17324.0,45,13,U2,20.0,Moderate
CA,Female,1185.0,409.0,311,384.0,244,10,15753.0,47,9,C2,10.0,Moderate
IL,Female,4750.0,378.0,314,285.0,250,81,17013.0,40,10,U2,15.0,Low
CA,F,2176.0,483.0,461,453.0,419,65,14484.0,61,7,C1,13.0,Moderate
TX,Female,363.0,331.0,283,324.0,274,1,10120.0,64,6,T3,10.0,Low
OR,Female,1036.0,603.0,520,524.0,436,10,22334.0,42,4,0,5.0,Moderate
TX,Female,899.0,502.0,510,500.0,504,0,17300.0,53,10,S1,10.0,Moderate
NM,Male,0.0,0.0,0,0.0,0,0,0.0,0,21,T3,25.0,Low
CA,Female,2741.0,461.0,467,453.0,414,87,18997.0,62,12,U1,12.0,Moderate
MI,Male,1114.0,618.0,492,516.0,377,5,21787.0,67,15,S1,32.0,Moderate
WI,Male,277.0,221.0,219,173.0,169,0,6074.0,48,10,U4,15.0,Low
LA,Female,456.0,251.0,216,208.0,165,1,7768.0,87,4,R3,4.0,Low
KS,Female,436.0,363.0,351,321.0,313,0,10419.0,67,16,T2,23.0,Low
ND,Male,338.0,350.0,318,274.0,248,0,11687.0,82,10,R2,10.0,Low
SC,Female,474.0,331.0,316,332.0,282,0,9849.0,72,20,T2,5.0,Low
TX,Female,838.0,455.0,394,403.0,306,0,14811.0,77,3,T2,5.0,Moderate
TX,Female,825.0,611.0,590,572.0,564,1,19618.0,51,10,T1,20.0,Moderate
TX,Male,876.0,574.0,576,525.0,515,0,18148.0,55,4,S2,5.0,Moderate
MO,Male,631.0,398.0,382,380.0,370,0,12100.0,80,6,T2,6.0,Moderate
MI,Female,698.0,436.0,355,396.0,340,0,15577.0,83,12,U2,20.0,Moderate
MO,Male,557.0,365.0,326,364.0,298,0,13056.0,61,13,S2,23.0,Low
MO,Female,691.0,411.0,383,347.0,311,1,12519.0,84,10,0,32.0,Low
